id,edad,comuna,estrato,genero,gpoblacional,nivel_educativo,e_ingresos,e_sustento,e_talento,e_problematica,e_pasion,e_investigativo,aprendizaje_activo,creatividad_originalidad,pensamiento_alto,resolucion_problemas,liderazgo,gestion_tiempo,inteligencia_emoc,diseno_tecnologico,destrezas_manuales,gestion_finanzas,pensamiento_analitico,habilidades_visuales,fort_habillidades,toma_decisiones,ano_inicio,prim_emprend,bien_servicio,desc_bien,desarrollo_empren,rol,ingresos_sostenimiento,personas_empren,remuneracion,legal_vigente,tendencia,financiamiento,abandono,motivo_a,formalizacion,innovacion,presentacion_inn,sostenibilidad_ambiental,herramientas_tecnol,tecnologia,redes_sociales,apoyo_institucional,articulacion,acercamiento,ecosistema_emprendedor
276,28,Comuna 13-San Javier,2,Mujer,Victima del conflicto armado,Pregrado,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,7,5,"Creatividad, originalidad e iniciativa, Diseno tecnologico y programacion, Pensamiento analitico e innovacion",Muy comodo,2019,"Si, es mi primer emprendimiento",Ambos,Es la comercializacion de accesorios hechos a mano. ,Idea en estado avanzado,,,,,,,,,,,Si,"La forma en la que el bien/servicio es producido, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno), La forma en que el bien/servicio es promocionado y vendido",Si,Si,"Analisis de datos y toma de decisiones, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Whatsapp",Ninguna,No,,7
277,16,Comuna 16- Belen,3,Hombre,Ninguno de los anteriores,Secundaria en curso,7,4,4,1,6,0,5,5,5,6,6,7,7,6,7,5,7,6,"Aprendizaje activo y estrategico, Creatividad, originalidad e iniciativa, Pensamiento critico, Gestion de las finanzas",Relativamente comodo,Sin dato,"Si, es mi primer emprendimiento",Ambos,"Esta empresa se basa en hacer y distribuir tapabocas personalizados. Este producto se hace en una tela antifluido (NEOPRENO), se marcan los tapabocas como el cliente lo necesite. ",Produccion y comercializacion,"Realizar el proceso de produccion, es decir, comprar insumos y transformarlos en el bien final, Distribuir y llevar el producto al cliente para su consumo, Promocionar y publicitar el producto para fomentar su venta",Son relativamente importantes en los ingresos del hogar,1 a 5 personas,Si,Menos de 1 SMMLV,El bien/servicio posee un caracter personalizado y por tanto la cantidad producida obedece a la cantidad demandada,Ahorros familiares,No,,Ninguno de los anteriores,Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno), La forma en que el bien/servicio es promocionado y vendido",No lo se,Si,"Proceso de produccion, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea",Whatsapp,Ninguna,No,,7
278,25,Comuna 3-Manrique,1,Hombre,Victima del conflicto armado,Secundaria,7,7,7,7,7,6,7,6,7,7,7,7,7,5,7,7,7,7,"Aprendizaje activo y estrategico, Liderazgo, Gestion de las finanzas",Relativamente comodo,2020,"No, ya he emprendido antes",Ambos,A las personas para que se autosuperen y se motiven a salir adelante ,Produccion y comercializacion,"Promocionar y publicitar el producto para fomentar su venta, Desarrollar soluciones tecnologicas de apoyo para potenciar otros emprendimientos",Son la fuente mas importante de ingresos del hogar,No hay personas adicionales involucradas,Algunas de ellas reciben remuneracion,Menos de 1 SMMLV,La cantidad obedece a los recursos disponibles para invertir en produccion,Ahorros personales,Si,Problemas financieros y la pandemia covid 19,Ninguno de los anteriores,Si,"Las caracteristicas del bien/servicio que ofreces, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno), La forma en que el bien/servicio es promocionado y vendido",Si,Si,"Analisis de datos y toma de decisiones, Proceso de produccion, Ventas en linea",Whatsapp,Ninguna,No,,7
279,18,Comuna 8-Villa Hermosa,3,Mujer,Ninguno de los anteriores,Tecnica,7,7,4,2,7,0,5,4,5,6,7,4,6,1,5,7,4,6,"Aprendizaje activo y estrategico, Creatividad, originalidad e iniciativa, Diseno tecnologico y programacion",Relativamente comodo,2020,"Si, es mi primer emprendimiento",Servicio,Productos para el cabello,Idea en estado avanzado,,,,,,,,,,,No,,Si,Si,"Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Instagram, Whatsapp",Ninguna,No,,4
280,18,Comuna 8-Villa Hermosa,3,Mujer,Ninguno de los anteriores,Tecnica,7,7,4,2,7,0,5,4,5,6,7,4,6,1,5,7,4,6,"Aprendizaje activo y estrategico, Creatividad, originalidad e iniciativa, Diseno tecnologico y programacion",Relativamente comodo,2020,"Si, es mi primer emprendimiento",Servicio,Productos para el cabello,Idea en estado avanzado,,,,,,,,,,,No,,Si,Si,"Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Instagram, Whatsapp",Ninguna,No,,4
281,27,Comuna 11- Laureles Estadio,4,Mujer,Ninguno de los anteriores,Tecnica,1,0,1,0,1,0,1,2,0,1,1,1,0,0,1,2,1,1,"Aprendizaje activo y estrategico, Liderazgo, Pensamiento analitico e innovacion",Muy comodo,2020,"Si, es mi primer emprendimiento",Servicio,Fiestas de cumpleanos para mascotas,Idea,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido",Si,Si,"Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Ninguna",Ninguna,Si,Intercambio de experiencias,5
282,28,Comuna 8-Villa Hermosa,2,Hombre,Ninguno de los anteriores,Tecnica,1,1,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,1,"Inteligencia emocional, Destrezas manuales, resistencia y precision",Relativamente comodo,2018,"Si, es mi primer emprendimiento",Servicio,sostengo mi familia,Produccion y comercializacion,Distribuir y llevar el producto al cliente para su consumo,Son la fuente mas importante de ingresos del hogar,No hay personas adicionales involucradas,No,Menos de 1 SMMLV,La cantidad obedece a los recursos disponibles para invertir en produccion,Ahorros personales,Si,pandemia,Registro unico Tributario (RUT),Si,Las caracteristicas del bien/servicio que ofreces,Si,No,,"Facebook, Instagram, Whatsapp",Ninguna,No,,3
283,17,Corregimiento Santa Elena,1,Mujer,Ninguno de los anteriores,Secundaria,6,6,7,0,7,0,4,7,5,6,5,6,6,0,0,2,7,6,"Creatividad, originalidad e iniciativa, Liderazgo, Habilidades visuales y discursivas",Muy comodo,2020,"Si, es mi primer emprendimiento",Bien,Promover la siembra de plantas.,Produccion y comercializacion,"Realizar el proceso de produccion, es decir, comprar insumos y transformarlos en el bien final, Promocionar y publicitar el producto para fomentar su venta",No son una fuente determinante de los ingresos del hogar,No hay personas adicionales involucradas,No,Menos de 1 SMMLV,El bien/servicio posee un caracter personalizado y por tanto la cantidad producida obedece a la cantidad demandada,Ahorros personales,No,,Ninguno de los anteriores,Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido",Si,Si,Publicidad e interaccion con los consumidores a traves de redes sociales,"Instagram, Whatsapp",Ninguna,No,,4
284,22,Comuna 12- La America,4,Hombre,Ninguno de los anteriores,Pregrado en curso,0,1,7,7,7,7,7,5,7,7,7,5,5,4,3,4,6,7,"Creatividad, originalidad e iniciativa, Pensamiento critico, Diseno tecnologico y programacion",Relativamente comodo,2018,"Si, es mi primer emprendimiento",Servicio,"Consta de informacion cultural y localizacion de los municipios antiquenos, fotografias, representaciones, incentivar al conocimiento de las raices de lo que somos y del lugar en el que habitamos, con ayuda investigativa de museos y casas de la cultura. Saber que es Antioquia, que hay en Antioquia y por que es tan hermoso nuestro departamento; incentivar al conocimiento de lo local y no de lo extranjero. ",Idea en estado avanzado,,,,,,,,,,,No,,Si,Si,"Analisis de datos y toma de decisiones, Proceso de produccion, Publicidad e interaccion con los consumidores a traves de redes sociales",Instagram,Ninguna,No,,5
285,22,Comuna 16- Belen,2,Hombre,Ninguno de los anteriores,Tecnologia,0,0,1,1,1,0,1,1,1,2,2,2,1,2,1,1,1,1,"Diseno tecnologico y programacion, Gestion de las finanzas",Muy comodo,Sin dato,"No, ya he emprendido antes",Bien,"Cajas con productos 100% colombianosn, comprados de manera directa a los productores",Idea en estado avanzado,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, La forma en que el bien/servicio es promocionado y vendido",Si,Si,Ventas en linea,Instagram,Ninguna,No,,6
286,20,Comuna 16- Belen,3,Hombre,Afrodescendiente,Pregrado en curso,7,7,7,7,7,2,7,7,6,5,7,7,7,6,7,4,7,6,"Resolucion de problemas, Gestion del tiempo y coordinacion, Habilidades visuales y discursivas",Relativamente comodo,2019,"Si, es mi primer emprendimiento",Ambos,"creacion, confeccion y comercializacion al por menor de prendas de vestir sin genero.",Produccion y comercializacion,"Realizar el proceso de produccion, es decir, comprar insumos y transformarlos en el bien final, Distribuir y llevar el producto al cliente para su consumo",Son la fuente mas importante de ingresos del hogar,1 a 3 personas,No,Menos de 1 SMMLV,La cantidad obedece a los recursos disponibles para invertir en produccion,Ahorros personales,No,,Registro unico Tributario (RUT),Si,"Las caracteristicas de la organizacion (las personas, las relaciones y el entorno), La forma en que el bien/servicio es promocionado y vendido",Si,Si,"Analisis de datos y toma de decisiones, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Twitter, Instagram, Whatsapp",Ninguna,Si,"Intercambio de experiencias, Cooperacion",7
287,19,Comuna 11- Laureles Estadio,1,Mujer,Victima del conflicto armado,Secundaria,7,7,1,0,4,0,5,5,3,4,4,4,1,0,4,2,5,5,"Creatividad, originalidad e iniciativa, Liderazgo, Habilidades visuales y discursivas",Poco comodo,2020,"Si, es mi primer emprendimiento",Bien,venta de alimentos hechos en casa para consumir,Idea,,,,,,,,,,,No,,No lo se,No,,Ninguna,Ninguna,No,,4
288,27,Comuna 8-Villa Hermosa,2,Mujer,Victima del conflicto armado,Tecnica en curso,0,7,7,0,7,7,7,7,7,7,7,7,7,0,7,7,7,7,"Gestion del tiempo y coordinacion, Inteligencia emocional, Diseno tecnologico y programacion, Destrezas manuales, resistencia y precision",Relativamente comodo,2019,"No, ya he emprendido antes",Servicio,Peluqueria,Idea en estado avanzado,,,,,,,,,,,Si,Las caracteristicas del bien/servicio que ofreces,Si,Si,Publicidad e interaccion con los consumidores a traves de redes sociales,"Facebook, Instagram, Whatsapp",Financiacion,No,,7
289,28,Comuna 16- Belen,3,Mujer,Ninguno de los anteriores,Pregrado,7,7,6,6,7,1,4,4,7,4,7,7,5,2,7,2,7,1,"Inteligencia emocional, Gestion de las finanzas, Habilidades visuales y discursivas",Relativamente comodo,2019,"Si, es mi primer emprendimiento",Bien,Somos un emprendimiento enfocado en dar alternativas ecologicas a estilos de vida poco sostenibles con el ambiente. ,Produccion y comercializacion,"Realizar el proceso de produccion, es decir, comprar insumos y transformarlos en el bien final, Distribuir y llevar el producto al cliente para su consumo, Promocionar y publicitar el producto para fomentar su venta",Son relativamente importantes en los ingresos del hogar,1 a 3 personas,No,Menos de 1 SMMLV,"Obede tanto a demanda como a diaponibilidad de inversion, dado que no tengo un trabajo estable que me permita invertir",Ahorros personales,Si,Problemas financieros,Ninguno de los anteriores,Si,Las caracteristicas del bien/servicio que ofreces,Si,Si,"Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Whatsapp",Ninguna,No,,3
290,20,Comuna 16- Belen,5,Mujer,Ninguno de los anteriores,Pregrado en curso,0,0,1,0,1,0,6,7,7,6,7,7,7,5,7,7,5,6,"Aprendizaje activo y estrategico, Inteligencia emocional, Pensamiento analitico e innovacion",Relativamente comodo,2020,"Si, es mi primer emprendimiento",Servicio,Cajas con alimentos (dulces) ,Produccion y comercializacion,Promocionar y publicitar el producto para fomentar su venta,No son una fuente determinante de los ingresos del hogar,1 a 3 personas,Si,Menos de 1 SMMLV,Inicie hace poco,Ahorros personales,No,,Ninguno de los anteriores,No,,No,Si,"Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Whatsapp",Ninguna,Si,Cooperacion,5
291,22,Comuna 10- La Candelaria,2,Hombre,Ninguno de los anteriores,Tecnica,7,7,7,7,7,7,5,7,5,4,7,7,5,6,5,3,5,5,"Creatividad, originalidad e iniciativa, Pensamiento critico, Resolucion de problemas, Diseno tecnologico y programacion, Destrezas manuales, resistencia y precision, Gestion de las finanzas, Pensamiento analitico e innovacion",Muy comodo,2018,"Si, es mi primer emprendimiento",Bien,"Son 2 prendimientos que tengo escritos uno de tecnologia y otro de egresados para jovenes es un documento muy largo que he creado aqui un pedasito:

La mayoria de adolescentes que proximamente egresaran de los hogares de
proteccion que hacen parte de la Unidad de Ninez; se hacen constantes preguntas
en relacion a lo que va a suceder con sus vidas cuando finalicen sus procesos de
intervenciones psicosociales ofrecidas en los diferentes hogares de proteccion.
Preguntas como: ¿que voy a estudiar?, ¿que pasos debo hacer para tomar mis
decisiones a nivel educativo y laboral? y la mas importante ¿quien me ayudara a
tomar dichas decisiones?
",Idea,,,,,,,,,,,Si,"La forma en la que el bien/servicio es producido, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno), Innovacion para los jovenes fortalecerlos en areas tecnologicas  ",Si,Si,"Analisis de datos y toma de decisiones, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea, Otro","Facebook, Twitter, Instagram, Whatsapp, Youtube",Ninguna,Si,Otra,5
292,26,Comuna 10- La Candelaria,2,Mujer,Indigena,Pregrado en curso,7,7,7,6,6,1,7,6,6,7,7,4,7,5,7,5,5,5,"Creatividad, originalidad e iniciativa, Pensamiento critico, Inteligencia emocional, Diseno tecnologico y programacion, Gestion de las finanzas",Relativamente comodo,2014,"Si, es mi primer emprendimiento",Ambos,elaboracion de manillas personalizadas para la persona que lo requiera ,Produccion y comercializacion,"Realizar el proceso de produccion, es decir, comprar insumos y transformarlos en el bien final, Distribuir y llevar el producto al cliente para su consumo, Promocionar y publicitar el producto para fomentar su venta",Son la fuente mas importante de ingresos del hogar,1 a 3 personas,Si,Menos de 1 SMMLV,El bien/servicio posee un caracter personalizado y por tanto la cantidad producida obedece a la cantidad demandada,Ahorros personales,No,,Registro unico Tributario (RUT),Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido, La forma en que el bien/servicio es promocionado y vendido",No lo se,Si,"Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Whatsapp",Ninguna,No,,4
293,19,Comuna 2- Santa Cruz,2,Hombre,Ninguno de los anteriores,Tecnica en curso,7,7,7,7,7,4,7,7,7,6,7,7,6,5,7,5,7,7,"Aprendizaje activo y estrategico, Pensamiento critico, Gestion de las finanzas",Muy comodo,2020,"Si, es mi primer emprendimiento",Servicio,Servicio a la comunidad en cuestion del producto quimico de fragancias - Lociones,Idea en estado avanzado,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno), La forma en que el bien/servicio es promocionado y vendido",Si,Si,"Analisis de datos y toma de decisiones, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Instagram, Whatsapp",Ninguna,No,,4
294,17,Comuna 16- Belen,4,Mujer,Ninguno de los anteriores,Tecnologia en curso,1,0,0,0,1,0,2,2,2,2,0,2,2,2,2,0,0,2,"Aprendizaje activo y estrategico, Creatividad, originalidad e iniciativa, Liderazgo",Relativamente comodo,2020,"Si, es mi primer emprendimiento",Ambos,Vender cosas de calidad ,Idea en estado avanzado,,,,,,,,,,,No,,No lo se,Si,Ventas en linea,"Instagram, Whatsapp",Ninguna,Si,"Formacion de red o equipo articulado, Otra",7
295,26,Comuna 5- Castilla,3,Mujer,Indigena,Pregrado,7,7,7,7,7,3,7,5,5,5,5,5,5,4,4,4,4,5,"Aprendizaje activo y estrategico, Pensamiento analitico e innovacion, Habilidades visuales y discursivas",Muy comodo,2020,"Si, es mi primer emprendimiento",Ambos,Ecohuertas,Idea,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno)",Si,No,,Whatsapp,Ninguna,Si,Cooperacion,3
296,22,Comuna 1-Popular,1,Hombre,Victima del conflicto armado,Pregrado en curso,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,6,6,7,"Aprendizaje activo y estrategico, Pensamiento critico, Diseno tecnologico y programacion",Relativamente comodo,2021,"No, ya he emprendido antes",Ambos,Ensenarle las matematicas aquellos ninos que tienen dificultades de aprenderla como de los grados mas bajos hasta los mas alto que es el grado 11. En mi pueblo tube uno y fue sobre creaciones creativas con recursos resiclables. ,Idea,,,,,,,,,,,Si,Las caracteristicas del bien/servicio que ofreces,Si,Si,Otro,"Facebook, Whatsapp, Google",Ninguna,No,,7
297,27,Comuna 3-Manrique,2,Hombre,Ninguno de los anteriores,Tecnologia en curso,7,7,7,7,7,7,4,5,4,6,6,4,6,2,2,4,4,3,"Liderazgo, Gestion de las finanzas, Pensamiento analitico e innovacion",Relativamente comodo,2009,"Si, es mi primer emprendimiento",Servicio,"fomentar la practica del deporte, la actividad y el tiempo libre en los jovenes de la ciudad atravez de la practica deportiva",Idea en estado avanzado,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno)",No lo se,Si,Publicidad e interaccion con los consumidores a traves de redes sociales,"Facebook, Twitter, Instagram, Whatsapp","Acompanamiento tecnico o asesoria, Financiacion",Si,"Formacion de red o equipo articulado, Intercambio de experiencias",1
298,28,Comuna 15-Guayabal,3,Mujer,Ninguno de los anteriores,Tecnologia,7,7,7,5,7,5,6,7,7,7,7,6,7,7,7,7,7,7,"Liderazgo, Gestion del tiempo y coordinacion, Diseno tecnologico y programacion, Pensamiento analitico e innovacion",Muy comodo,2017,"Si, es mi primer emprendimiento",Ambos,personalizacion de prendas de vestir para toda la familia y venta de calzado,Produccion y comercializacion,"Realizar el proceso de produccion, es decir, comprar insumos y transformarlos en el bien final",Son relativamente importantes en los ingresos del hogar,1 a 3 personas,Algunas de ellas reciben remuneracion,Menos de 1 SMMLV,El bien/servicio posee un caracter personalizado y por tanto la cantidad producida obedece a la cantidad demandada,Ahorros personales,Si,Problemas financieros,Ninguno de los anteriores,Si,"Las caracteristicas del bien/servicio que ofreces, La forma en que el bien/servicio es promocionado y vendido",No lo se,Si,"Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Whatsapp",Ninguna,No,,6
299,27,Comuna 3-Manrique,1,Hombre,Ninguno de los anteriores,Secundaria,1,1,1,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,"Liderazgo, Diseno tecnologico y programacion, Destrezas manuales, resistencia y precision",Relativamente comodo,2019,"No, ya he emprendido antes",Ambos,Empresa . Apoyo al desempleo,Idea,,,,,,,,,,,Si,"Las caracteristicas de la organizacion (las personas, las relaciones y el entorno)",Si,Si,"Analisis de datos y toma de decisiones, Proceso de produccion, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea, Otro","Facebook, Instagram, Whatsapp",Ninguna,No,,0
300,28,Comuna 15-Guayabal,2,Hombre,Ninguno de los anteriores,Pregrado en curso,7,6,7,7,7,5,7,7,6,7,7,7,6,6,6,7,7,6,"Aprendizaje activo y estrategico, Pensamiento critico, Inteligencia emocional, Diseno tecnologico y programacion, Pensamiento analitico e innovacion",Muy comodo,2020,"No, ya he emprendido antes",Servicio,Grupo AGN es la solucion a los diferentes problemas que se presentan en la instalacion de un negocio y plan en marcha por medio de la asesoria y la gestion de los recursos para desarrollar la actividad economica de la compania.,Idea,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido, La forma en que el bien/servicio es promocionado y vendido",No lo se,Si,"Analisis de datos y toma de decisiones, Proceso de produccion, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Twitter, Instagram, Whatsapp",Ninguna,No,,1
301,23,Comuna 9-Buenos Aires,3,Mujer,Ninguno de los anteriores,Pregrado,4,6,4,2,6,1,4,6,4,3,5,5,6,4,7,4,2,2,"Creatividad, originalidad e iniciativa, Gestion del tiempo y coordinacion, Diseno tecnologico y programacion, Destrezas manuales, resistencia y precision, Gestion de las finanzas",Relativamente comodo,2020,"Si, es mi primer emprendimiento",Bien,"diseno y venta de vestuario, principalmente jean's y camisetas.",Idea en estado avanzado,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido",No lo se,Si,"Analisis de datos y toma de decisiones, Proceso de produccion, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea, Otro","Facebook, Instagram, Whatsapp",Ninguna,No,,1
302,24,Comuna 13-San Javier,2,Hombre,Ninguno de los anteriores,Primaria,1,1,1,1,1,1,0,2,2,2,1,2,2,2,2,2,2,2,"Aprendizaje activo y estrategico, Gestion del tiempo y coordinacion, Diseno tecnologico y programacion",Poco comodo,Sin dato,"Si, es mi primer emprendimiento",Ambos,Ninguna ,Idea,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, La forma en que el bien/servicio es promocionado y vendido",Si,Si,Analisis de datos y toma de decisiones,"Facebook, Whatsapp","Acompanamiento tecnico o asesoria, Formacion, Financiacion",No,,3
303,28,Comuna 8-Villa Hermosa,2,Mujer,Indigena,Secundaria,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,"Liderazgo, Diseno tecnologico y programacion, Gestion de las finanzas",Relativamente comodo,2019,"Si, es mi primer emprendimiento",Servicio,litografia,Idea,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno)",Si,Si,"Analisis de datos y toma de decisiones, Publicidad e interaccion con los consumidores a traves de redes sociales","Facebook, Whatsapp","Ninguna, Otra",No,,5
304,23,Comuna 7-Robledo,3,Mujer,Victima del conflicto armado,Tecnica,7,7,7,4,7,6,5,6,4,4,7,6,5,2,2,4,7,4,"Aprendizaje activo y estrategico, Liderazgo, Diseno tecnologico y programacion",Muy comodo,2019,"Si, es mi primer emprendimiento",Servicio,RESTAURANTE Y CAFETERIA LA CASERA A DOMICILIO ,Produccion y comercializacion,Distribuir y llevar el producto al cliente para su consumo,Son la fuente mas importante de ingresos del hogar,1 a 3 personas,Si,Entre 1 y 2 SMMLV,se prepara por pedido debido  ala pandemia cerramos el local,Credito informal,Si,la  pandemia   y  la falta  de apollo financiero ,"Registro unico Tributario (RUT), Numero de Identificacion Tributaria (NIT), Matricula de Industria y Comercio",Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno), La forma en que el bien/servicio es promocionado y vendido",Si,No,,"Facebook, Instagram, Whatsapp",Ninguna,No,,7
305,23,Comuna 5- Castilla,3,Hombre,Ninguno de los anteriores,Tecnologia en curso,7,7,1,3,6,0,5,7,7,4,0,0,4,0,0,6,2,2,"Gestion del tiempo y coordinacion, Diseno tecnologico y programacion, Habilidades visuales y discursivas",Relativamente comodo,2020,"Si, es mi primer emprendimiento",Servicio,"Servicio de recreacion en eventos infantiles, fiestas de cumpleanos y celebraciones en genreal.",Idea,,,,,,,,,,,Si,"Las caracteristicas de la organizacion (las personas, las relaciones y el entorno), La forma en que el bien/servicio es promocionado y vendido",No,Si,"Proceso de produccion, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Whatsapp",Ninguna,No,,3
306,25,Comuna 4-Aranjuez,2,Hombre,Ninguno de los anteriores,Pregrado,6,3,1,0,6,0,6,4,6,6,6,5,6,3,0,2,3,2,"Aprendizaje activo y estrategico, Diseno tecnologico y programacion, Gestion de las finanzas",Relativamente comodo,2020,"Si, es mi primer emprendimiento",Bien,Venta de maquillaje y accesorios a traves de la virtualidad,Produccion y comercializacion,Distribuir y llevar el producto al cliente para su consumo,No son una fuente determinante de los ingresos del hogar,1 a 5 personas,Si,Menos de 1 SMMLV,La produccion es constante durante el ano,Ahorros personales,No,,Ninguno de los anteriores,Si,No lo se,No,Si,"Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Whatsapp",Ninguna,Si,Otra,4
307,23,Comuna 7-Robledo,2,Hombre,Ninguno de los anteriores,Pregrado en curso,7,7,7,6,7,6,7,4,5,4,7,7,4,6,3,6,6,4,"Resolucion de problemas, Liderazgo, Gestion de las finanzas",Muy comodo,2019,"Si, es mi primer emprendimiento",Ambos,Servicios especializados para crecimiento empresarial (pymes),Produccion y comercializacion,"Promocionar y publicitar el producto para fomentar su venta, Desarrollar soluciones tecnologicas de apoyo para potenciar otros emprendimientos",Son relativamente importantes en los ingresos del hogar,Mas de 5 personas,Algunas de ellas reciben remuneracion,Menos de 1 SMMLV,El bien/servicio posee un caracter personalizado y por tanto la cantidad producida obedece a la cantidad demandada,Ahorros personales,No,,"Registro unico Tributario (RUT), Numero de Identificacion Tributaria (NIT), Matricula de Industria y Comercio, Registro Mercantil",Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno), La forma en que el bien/servicio es promocionado y vendido, Entornos amigables empresariales ",Si,Si,"Analisis de datos y toma de decisiones, Proceso de produccion, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea, Otro","Facebook, Instagram, Whatsapp",Ninguna,Si,Cooperacion,2
308,27,Comuna 6- Doce de Octubre,2,Hombre,Victima del conflicto armado,Tecnologia en curso,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,7,7,"Liderazgo, Diseno tecnologico y programacion, Habilidades visuales y discursivas",Relativamente comodo,2019,"Si, es mi primer emprendimiento",Servicio,domotica ,Idea en estado avanzado,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno), La forma en que el bien/servicio es promocionado y vendido",Si,Si,"Analisis de datos y toma de decisiones, Proceso de produccion","Facebook, Twitter, Instagram, Whatsapp","Acompanamiento tecnico o asesoria, Formacion, Concurso",No,,1
309,21,Comuna 8-Villa Hermosa,1,Mujer,Ninguno de los anteriores,Tecnica,7,7,5,6,7,4,7,7,7,7,7,7,7,7,7,4,7,7,"Creatividad, originalidad e iniciativa, Diseno tecnologico y programacion, Gestion de las finanzas",Relativamente comodo,2020,"Si, es mi primer emprendimiento",Bien,Cosmetica y cuidado personal,Idea,,,,,,,,,,,Si,No lo se,No lo se,Si,"Analisis de datos y toma de decisiones, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Whatsapp",Ninguna,No,,1
310,21,Comuna 7-Robledo,2,Hombre,Victima del conflicto armado,Pregrado en curso,7,7,0,7,7,0,7,5,5,4,7,7,6,4,7,5,6,6,"Aprendizaje activo y estrategico, Creatividad, originalidad e iniciativa, Pensamiento critico, Resolucion de problemas, Diseno tecnologico y programacion, Gestion de las finanzas, Habilidades visuales y discursivas",Relativamente comodo,2020,"Si, es mi primer emprendimiento",Bien,Venta y distribucion de limones al por mayor y al detal en el area metropolitana y algunos municipios de Antioquia ,Idea en estado avanzado,,,,,,,,,,,Si,"La forma en la que el bien/servicio es producido, La forma en que el bien/servicio es promocionado y vendido",Si,Si,"Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Whatsapp",Ninguna,No,,3
